SlideName	ScanName	ROILabel	SegmentLabel	SegmentDisplayName	Sample_ID	AOISurfaceArea	AOINucleiCount	ROICoordinateX	ROICoordinateY	RawReads	TrimmedReads	StitchedReads	AlignedReads	DeduplicatedReads	SequencingSaturation	UMIQ30	RTSQ30	disease_status	pathology	region	LOQ	NormalizationFactor	RoiReportX	RoiReportY
disease3	disease3_scan	27	Geometric Segment	disease3_scan | 027 | Geometric Segment	DSP-1001250007851-H-B10	25085.55104	182	23721	-38130	4253975	4217827	4184410	3970364	315017	92.59476137	0.9941	0.9933	DKD	abnormal	glomerulus	19.06063231	0.907211025	4263	-8357
disease3	disease3_scan	28	Geometric Segment	disease3_scan | 028 | Geometric Segment	DSP-1001250007851-H-B11	26709.05462	190	20794	-39244	4432495	4379055	4334663	4135907	339534	92.33988984	0.993	0.9916	DKD	abnormal	glomerulus	19.30707175	0.820809975	3538	-8633
disease3	disease3_scan	29	Geometric Segment	disease3_scan | 029 | Geometric Segment	DSP-1001250007851-H-B12	22800.21961	162	24822	-40957	2940990	2916751	2894027	2765355	211391	92.8122503	0.9943	0.9936	DKD	abnormal	glomerulus	15.2508356	1.325923805	4540	-9068
disease3	disease3_scan	30	Geometric Segment	disease3_scan | 030 | Geometric Segment	DSP-1001250007851-H-C01	27694.13075	189	26204	-41318	2796433	2773828	2753266	2632365	399098	85.7283189	0.9943	0.9936	DKD	abnormal	glomerulus	20.31354047	0.718208728	4891	-9152
disease3	disease3_scan	31	Geometric Segment	disease3_scan | 031 | Geometric Segment	DSP-1001250007851-H-C02	19642.94088	154	28339	-43383	1946817	1931555	1916167	1834373	261420	86.57192741	0.9943	0.9935	DKD	abnormal	glomerulus	15.93832727	1.077313092	5419	-9674
disease3	disease3_scan	32	Geometric Segment	disease3_scan | 032 | Geometric Segment	DSP-1001250007851-H-C03	29678.80739	193	26277	-44103	2801068	2775979	2753163	2625099	474411	83.06321018	0.994	0.9933	DKD	abnormal	glomerulus	22.86807424	0.615607481	4908	-9855
disease3	disease3_scan	33	Geometric Segment	disease3_scan | 033 | Geometric Segment	DSP-1001250007851-H-C04	18317.34859	130	29349	-45562	1773282	1757069	1743366	1666863	247088	86.06606281	0.9938	0.9931	DKD	abnormal	glomerulus	11.73815441	1.149133965	5676	-10216
disease3	disease3_scan	34	Geometric Segment	disease3_scan | 034 | Geometric Segment	DSP-1001250007851-H-C05	16730.80151	130	28612	-46260	1684194	1669504	1652764	1580108	241410	85.6661406	0.9945	0.9937	DKD	abnormal	glomerulus	12.45837195	1.149133965	5491	-10393
disease3	disease3_scan	35	Geometric Segment	disease3_scan | 035 | Geometric Segment	DSP-1001250007851-H-C06	20956.10675	155	26457	-45996	1618777	1598333	1583035	1511756	268794	83.39524221	0.9924	0.9911	DKD	abnormal	glomerulus	15.15753741	1.013941733	4951	-10324
disease3	disease3_scan	36	Geometric Segment	disease3_scan | 036 | Geometric Segment	DSP-1001250007851-H-C07	17982.80357	122	26588	-46798	1462293	1447082	1434666	1262945	235818	83.87340977	0.9931	0.9922	DKD	abnormal	glomerulus	12.53595571	1.231214962	4984	-10530
disease3	disease3_scan	37	Geometric Segment	disease3_scan | 037 | Geometric Segment	DSP-1001250007851-H-C08	27578.41981	173	26666	-48056	1994845	1979784	1964017	1856885	297237	85.09974459	0.9946	0.9939	DKD	abnormal	glomerulus	15.60882438	0.957611637	5001	-10842
disease3	disease3_scan	38	Geometric Segment	disease3_scan | 038 | Geometric Segment	DSP-1001250007851-H-C09	22428.87948	130	27506	-53817	1195802	1186754	1177368	1120898	182537	84.73518191	0.9944	0.9937	DKD	abnormal	glomerulus	9.524892727	1.436417456	5214	-12282
disease3	disease3_scan	39	Geometric Segment	disease3_scan | 039 | Geometric Segment	DSP-1001250007851-H-C10	22709.36151	152	25013	-54272	1157923	1149574	1140216	1088847	150692	86.98600857	0.995	0.9943	DKD	abnormal	glomerulus	9.409716006	1.723700947	4588	-12396
disease3	disease3_scan	40	Geometric Segment	disease3_scan | 040 | Geometric Segment	DSP-1001250007851-H-C11	33264.39413	236	26261	-54657	1518657	1504897	1492944	1429655	232560	84.68646969	0.9939	0.9932	DKD	abnormal	glomerulus	12.97052056	1.231214962	4905	-12493
disease3	disease3_scan	41	Geometric Segment	disease3_scan | 041 | Geometric Segment	DSP-1001250007851-H-C12	21286.7786	135	27403	-55508	783415	775715	769511	735930	128166	83.64008859	0.9936	0.9929	DKD	abnormal	glomerulus	5.593230046	2.154626183	5189	-12707
disease3	disease3_scan	42	Geometric Segment	disease3_scan | 042 | Geometric Segment	DSP-1001250007851-H-D01	23064.56344	153	29422	-57474	1202229	1189993	1179787	1129322	118920	90.1083737	0.9932	0.9925	DKD	abnormal	glomerulus	5.698448861	2.154626183	5690	-13186
disease3	disease3_scan	43	Geometric Segment	disease3_scan | 043 | Geometric Segment	DSP-1001250007851-H-D02	10588.60009	69	24139	-50976	1114118	1104287	1095312	1038927	104768	90.59632822	0.9938	0.9931	DKD	abnormal	glomerulus	6.271783064	2.462429924	4382	-11575
disease3	disease3_scan	44	Geometric Segment	disease3_scan | 044 | Geometric Segment	DSP-1001250007851-H-D03	23902.13636	152	25666	-49717	3782447	3752988	3724434	3550832	314051	91.69714738	0.9945	0.9938	DKD	abnormal	glomerulus	17.53271286	0.907211025	4751	-11255
disease3	disease3_scan	45	Geometric Segment	disease3_scan | 045 | Geometric Segment	DSP-1001250007851-H-D04	27538.8812	177	23147	-28398	3281757	3257861	3234058	3089707	303053	90.76552591	0.9948	0.9941	DKD	abnormal	glomerulus	16.88308711	0.957611637	4124	-5931
disease3	disease3_scan	46	Geometric Segment	disease3_scan | 046 | Geometric Segment	DSP-1001250007851-H-D05	13586.59472	99	21760	-28676	2627887	2605097	2584564	2467340	221470	91.57231647	0.9941	0.9933	DKD	abnormal	glomerulus	15.71512209	1.231214962	3777	-5997
disease3	disease3_scan	47	Geometric Segment	disease3_scan | 047 | Geometric Segment	DSP-1001250007851-H-D06	15162.65197	109	24697	-29623	2706732	2662857	2628343	2504089	274934	89.84258508	0.9914	0.9898	DKD	abnormal	glomerulus	14.93215866	1.013941733	4511	-6234
disease3	disease3_scan	48	Geometric Segment	disease3_scan | 048 | Geometric Segment	DSP-1001250007851-H-D07	21049.86973	140	22825	-30310	3759056	3724698	3693770	3509901	362424	90.35864323	0.994	0.9933	DKD	abnormal	glomerulus	19.70785704	0.78350043	4043	-6405
disease3	disease3_scan	49	Geometric Segment	disease3_scan | 049 | Geometric Segment	DSP-1001250007851-H-D08	16106.73706	120	29203	-35578	2747832	2721299	2698161	2580030	266304	90.30857782	0.9937	0.9926	DKD	abnormal	glomerulus	14.14071026	1.077313092	5637	-7723
disease3	disease3_scan	50	Geometric Segment	disease3_scan | 050 | Geometric Segment	DSP-1001250007851-H-D09	19138.62193	133	30404	-35913	2610379	2586703	2559156	2453269	263122	89.92016102	0.9939	0.9933	DKD	abnormal	glomerulus	16.18773459	1.077313092	5939	-7809
disease3	disease3_scan	51	Geometric Segment	disease3_scan | 051 | Geometric Segment	DSP-1001250007851-H-D10	21682.97157	152	31800	-35784	4008351	3975272	3943401	3785450	338101	91.56508499	0.9941	0.9933	DKD	abnormal	glomerulus	15.82132259	0.820809975	6288	-7774
disease3	disease3_scan	52	Geometric Segment	disease3_scan | 052 | Geometric Segment	DSP-1001250007851-H-D11	22306.22911	165	31869	-38266	4463474	4430372	4395367	4217987	352283	92.10742574	0.9948	0.994	DKD	abnormal	glomerulus	18.83760052	0.78350043	6305	-8392
disease3	disease3_scan	53	Geometric Segment	disease3_scan | 053 | Geometric Segment	DSP-1001250007851-H-D12	17138.29122	118	32016	-39890	2761426	2734680	2709627	2596687	283057	89.74960763	0.9939	0.9932	DKD	abnormal	glomerulus	14.54090941	1.013941733	6340	-8796
disease4	disease4_scan	1	PanCK	disease4_scan | 001 | PanCK	DSP-1001250007851-H-E01	23053.26669	155	25496	-45188	3466160	3433496	3406559	3262250	330250	90.47216516	0.9936	0.9928	DKD		tubule	17.16149459	0.957611637	4472	-10347
disease4	disease4_scan	1	neg	disease4_scan | 001 | neg	DSP-1001250007851-H-E02	137927.2803	426	25496	-45188	15930693	15798541	15665879	14880916	1404059	91.18645372	0.9948	0.9941	DKD		tubule	62.84436179	0.226802756	4472	-10347
disease4	disease4_scan	2	PanCK	disease4_scan | 002 | PanCK	DSP-1001250007851-H-E03	17553.52728	108	23402	-51249	3060563	3034382	3009966	2877343	299829	90.2034691	0.9944	0.9936	DKD		tubule	14.96296787	1.077313092	3952	-11847
disease4	disease4_scan	2	neg	disease4_scan | 002 | neg	DSP-1001250007851-H-E04	123467.4473	403	23402	-51249	8112055	8041913	7978476	7582256	934471	88.48046518	0.9944	0.9937	DKD		tubule	46.38905021	0.331480951	3952	-11847
disease4	disease4_scan	3	PanCK	disease4_scan | 003 | PanCK	DSP-1001250007851-H-E05	22011.86822	204	34558	-42808	4086853	4057917	4028501	3845688	348249	91.47879799	0.9948	0.9941	DKD		tubule	19.3542892	0.820809975	6742	-9740
disease4	disease4_scan	3	neg	disease4_scan | 003 | neg	DSP-1001250007851-H-E06	209925.6296	590	34558	-42808	13768154	13667392	13567220	12893478	1237730	91.01019643	0.995	0.9943	DKD		tubule	60.71589678	0.257268798	6742	-9740
disease4	disease4_scan	4	PanCK	disease4_scan | 004 | PanCK	DSP-1001250007851-H-E07	17157.17292	134	24087	-28215	2662038	2640193	2618942	2495772	253064	90.49359926	0.9945	0.9938	DKD		tubule	16.41249321	1.149133965	4126	-6091
disease4	disease4_scan	4	neg	disease4_scan | 004 | neg	DSP-1001250007851-H-E08	145616.813	353	24087	-28215	9456874	9387441	9319693	8855099	889919	90.58971284	0.9948	0.9941	DKD		tubule	52.03046455	0.337980578	4126	-6091
disease4	disease4_scan	5	PanCK	disease4_scan | 005 | PanCK	DSP-1001250007851-H-E09	10254.21645	84	24160	-16457	1177532	1166366	1157185	1103670	121849	89.65217081	0.9939	0.9932	DKD		tubule	9.669601163	2.154626183	4153	-3159
disease4	disease4_scan	5	neg	disease4_scan | 005 | neg	DSP-1001250007851-H-E10	105417.6701	335	24160	-16457	4885075	4824665	4779769	4550728	527242	89.20708485	0.9926	0.9913	DKD		tubule	27.26219266	0.574566982	4153	-3159
disease4	disease4_scan	6	PanCK	disease4_scan | 006 | PanCK	DSP-1001250007851-H-E11	34076.46868	206	37293	-36082	5126797	5087429	5048039	4841395	427425	91.66292326	0.9946	0.9939	DKD		tubule	19.35880909	0.689480379	7418	-8073
disease4	disease4_scan	6	neg	disease4_scan | 006 | neg	DSP-1001250007851-H-E12	137743.3048	391	37293	-36082	5959545	5915995	5873279	5613940	586861	90.15258715	0.9948	0.9941	DKD		tubule	31.4385	0.506970867	7418	-8073
disease4	disease4_scan	7	Geometric Segment	disease4_scan | 007 | Geometric Segment	DSP-1001250007851-H-F01	74627.74722	326	30294	-55255	6428345	6379305	6330820	6024493	556641	91.340835	0.9947	0.994	DKD	healthy	glomerulus	35.56779819	0.538656546	5675	-12868
disease4	disease4_scan	8	Geometric Segment	disease4_scan | 008 | Geometric Segment	DSP-1001250007851-H-F02	56775.66312	203	32113	-37448	4785984	4741095	4704084	4505398	479714	89.97669027	0.9937	0.9929	DKD	healthy	glomerulus	28.01603924	0.615607481	6130	-8408
disease4	disease4_scan	9	Geometric Segment	disease4_scan | 009 | Geometric Segment	DSP-1001250007851-H-F03	80786.89375	266	31184	-21668	5424391	5375860	5331459	5113977	488508	90.99423327	0.9941	0.9934	DKD	healthy	glomerulus	31.54903054	0.594379637	5900	-4461
disease4	disease4_scan	10	Geometric Segment	disease4_scan | 010 | Geometric Segment	DSP-1001250007851-H-F04	42607.60882	189	38045	-51375	2636446	2610523	2587230	2471812	255288	90.31696458	0.9936	0.9925	DKD	healthy	glomerulus	17.97602465	1.077313092	7615	-11885
disease4	disease4_scan	11	Geometric Segment	disease4_scan | 011 | Geometric Segment	DSP-1001250007851-H-F05	71246.79294	315	37198	-48387	5634059	5580216	5534892	5292954	518355	90.79961711	0.9937	0.9931	DKD	healthy	glomerulus	30.79620366	0.556032563	7412	-11139
disease4	disease4_scan	12	Geometric Segment	disease4_scan | 012 | Geometric Segment	DSP-1001250007851-H-F06	48856.64516	182	28543	-44836	5370062	5332353	5291452	5061073	475680	91.14200171	0.995	0.9943	DKD	healthy	glomerulus	28.55064829	0.615607481	5245	-10250
disease4	disease4_scan	13	Geometric Segment	disease4_scan | 013 | Geometric Segment	DSP-1001250007851-H-F07	65511.43571	289	37243	-45780	6839271	6776665	6725069	6427451	594568	91.30655884	0.9939	0.9932	DKD	abnormal	glomerulus	32.9355871	0.506970867	7409	-10489
disease4	disease4_scan	14	Geometric Segment	disease4_scan | 014 | Geometric Segment	DSP-1001250007851-H-F08	19972.48306	86	32810	-38637	694121	688778	683752	653538	183294	73.59336485	0.9943	0.9936	DKD	abnormal	glomerulus	12.75770265	1.567000861	6305	-8709
disease4	disease4_scan	15	Geometric Segment	disease4_scan | 015 | Geometric Segment	DSP-1001250007851-H-F09	44778.52036	171	23277	-33551	5665702	5622366	5581926	5342972	465787	91.77882988	0.9944	0.9937	DKD	abnormal	glomerulus	30.60494841	0.615607481	3924	-7429
disease4	disease4_scan	16	Geometric Segment	disease4_scan | 016 | Geometric Segment	DSP-1001250007851-H-F10	20051.72165	111	33941	-49525	1673124	1656199	1642341	1565703	162178	90.30687504	0.9937	0.993	DKD	abnormal	glomerulus	12.70730986	1.723700947	6587	-11428
disease4	disease4_scan	17	Geometric Segment	disease4_scan | 017 | Geometric Segment	DSP-1001250007851-H-F11	51298.35581	187	34923	-51488	4905523	4859249	4817956	4598182	321811	93.43982283	0.9938	0.993	DKD	abnormal	glomerulus	24.49909315	0.861850473	6831	-11915
disease4	disease4_scan	18	Geometric Segment	disease4_scan | 018 | Geometric Segment	DSP-1001250007851-H-F12	29210.7994	107	26189	-10603	1681321	1667084	1654091	1586748	151572	90.98494577	0.9941	0.9933	DKD	abnormal	glomerulus	12.11333866	1.915223274	4648	-1695
normal3	normal3_scan	1	PanCK	normal3_scan | 001 | PanCK	DSP-1001250007864-D-A02	20265.55289	223	24658	-24538	3358935	3333329	3303955	3169018	419182	87.52038965	0.9949	0.9943	normal		tubule	17.43449285	0.662961903	5808	-6101
normal3	normal3_scan	1	neg	normal3_scan | 001 | neg	DSP-1001250007864-D-A03	91483.61982	450	24658	-24538	5149518	5096156	5046768	4810145	797716	84.50891909	0.9939	0.9932	normal		tubule	31.4980521	0.374717597	5808	-6101
normal3	normal3_scan	2	PanCK	normal3_scan | 002 | PanCK	DSP-1001250007864-D-A04	12966.08068	133	25404	-18258	1727404	1713003	1700055	1632358	240515	86.07650555	0.9942	0.9934	normal		tubule	10.21522336	1.149133965	5980	-4528
normal3	normal3_scan	2	neg	normal3_scan | 002 | neg	DSP-1001250007864-D-A05	133866.4234	499	25404	-18258	5262758	5213562	5175092	4870492	1030517	80.41868921	0.9937	0.9931	normal		tubule	42.82923887	0.302403675	5980	-4528
normal3	normal3_scan	3	PanCK	normal3_scan | 003 | PanCK	DSP-1001250007864-D-A06	23336.81498	195	5669	-35254	2163275	2145722	2129456	2035419	313094	85.52685165	0.9944	0.9938	normal		tubule	15.71897795	0.907211025	1047	-8768
normal3	normal3_scan	3	neg	normal3_scan | 003 | neg	DSP-1001250007864-D-A07	174741.5958	457	5669	-35254	6265561	6218544	6171994	5796420	809264	87.0839339	0.9948	0.9941	normal		tubule	39.98722011	0.391750215	1047	-8768
normal3	normal3_scan	4	PanCK	normal3_scan | 004 | PanCK	DSP-1001250007864-D-A08	15875.79932	144	10254	-33559	2348506	2329540	2310862	2209437	295427	87.42064104	0.9944	0.9937	normal		tubule	14.02885352	0.957611637	2209	-8332
normal3	normal3_scan	4	neg	normal3_scan | 004 | neg	DSP-1001250007864-D-A09	122888.5698	486	10254	-33559	6458141	6407402	6359958	6044456	844043	86.93055788	0.9945	0.9938	normal		tubule	37.05525795	0.359104364	2209	-8332
normal3	normal3_scan	5	PanCK	normal3_scan | 005 | PanCK	DSP-1001250007864-D-A10	23311.31661	199	21917	-29257	3031498	3009545	2988751	2877361	380203	87.45824671	0.9946	0.9939	normal		tubule	17.12380007	0.749435194	5102	-7281
normal3	normal3_scan	6	neg	normal3_scan | 006 | neg	DSP-1001250007864-D-B01	77969.64703	341	7360	-27919	7537862	7452728	7389902	7032210	604396	91.98186435	0.9927	0.9918	normal		tubule	23.17780012	0.492485985	1467	-6939
normal3	normal3_scan	7	Geometric Segment	normal3_scan | 007 | Geometric Segment	DSP-1001250007864-D-B02	27983.32741	126	22237	-7048	4097634	4063835	4029758	3872474	340051	91.7012842	0.9944	0.9937	normal	healthy	glomerulus	18.04090668	0.861850473	5192	-1727
normal3	normal3_scan	8	Geometric Segment	normal3_scan | 008 | Geometric Segment	DSP-1001250007864-D-B03	23475.44217	117	26360	-7818	2451411	2432054	2412667	2319903	224773	90.83087251	0.9944	0.9937	normal	healthy	glomerulus	13.08529699	1.231214962	6219	-1921
normal3	normal3_scan	9	Geometric Segment	normal3_scan | 009 | Geometric Segment	DSP-1001250007864-D-B04	14662.85172	78	27147	-5512	1680845	1667336	1652319	1585519	140511	91.64045465	0.9946	0.9939	normal	healthy	glomerulus	9.114865434	1.915223274	6417	-1343
normal3	normal3_scan	10	Geometric Segment	normal3_scan | 010 | Geometric Segment	DSP-1001250007864-D-B05	24797.64544	145	28882	-5358	2865554	2844391	2822804	2715983	245838	91.42092594	0.9948	0.9941	normal	healthy	glomerulus	13.59801261	1.149133965	6855	-1302
normal3	normal3_scan	11	Geometric Segment	normal3_scan | 011 | Geometric Segment	DSP-1001250007864-D-B06	24350.45573	128	26335	-10453	3040227	3000284	2968560	2849333	257872	91.51800178	0.9924	0.9909	normal	healthy	glomerulus	12.60844093	1.077313092	6216	-2580
normal3	normal3_scan	12	Geometric Segment	normal3_scan | 012 | Geometric Segment	DSP-1001250007864-D-B07	22468.41808	120	25277	-11931	3014033	2989763	2961392	2841642	232655	92.28094052	0.9947	0.994	normal	healthy	glomerulus	13.79506814	1.231214962	5950	-2945
normal3	normal3_scan	13	Geometric Segment	normal3_scan | 013 | Geometric Segment	DSP-1001250007864-D-B08	25761.90328	158	24774	-14269	2576110	2551962	2525411	2421231	214075	91.68998995	0.9939	0.9931	normal	healthy	glomerulus	13.17377036	1.325923805	5822	-3529
normal3	normal3_scan	14	Geometric Segment	normal3_scan | 014 | Geometric Segment	DSP-1001250007864-D-B09	23327.93897	127	26774	-13654	3155597	3129610	3100761	2978367	252057	92.01238308	0.9943	0.9935	normal	healthy	glomerulus	13.40983735	1.149133965	6330	-3380
normal3	normal3_scan	15	Geometric Segment	normal3_scan | 015 | Geometric Segment	DSP-1001250007864-D-B10	26355.95066	146	23786	-16324	3458205	3429351	3401751	3266346	286784	91.70714287	0.9943	0.9936	normal	healthy	glomerulus	16.07622796	1.013941733	5581	-4046
normal3	normal3_scan	16	Geometric Segment	normal3_scan | 016 | Geometric Segment	DSP-1001250007864-D-B11	25468.51068	151	23136	-17600	3810906	3781174	3745199	3588026	288337	92.43389892	0.9946	0.9938	normal	healthy	glomerulus	16.73186995	1.013941733	5418	-4361
normal3	normal3_scan	17	Geometric Segment	normal3_scan | 017 | Geometric Segment	DSP-1001250007864-D-B12	26808.95012	135	23857	-18098	2733866	2706784	2684004	2573886	262627	90.3935672	0.9936	0.9929	normal	healthy	glomerulus	15.35136016	1.077313092	5598	-4492
normal3	normal3_scan	18	Geometric Segment	normal3_scan | 018 | Geometric Segment	DSP-1001250007864-D-C01	24417.75206	163	23524	-19162	3211778	3184987	3159387	3037285	276485	91.39152831	0.9942	0.9935	normal	healthy	glomerulus	18.85103911	1.013941733	5514	-4751
normal3	normal3_scan	19	Geometric Segment	normal3_scan | 019 | Geometric Segment	DSP-1001250007864-D-C02	26498.77379	131	28740	-20215	2988413	2955661	2927843	2818188	256122	91.42949786	0.993	0.9918	normal	healthy	glomerulus	14.89994064	1.077313092	6819	-5017
normal3	normal3_scan	20	Geometric Segment	normal3_scan | 020 | Geometric Segment	DSP-1001250007864-D-C03	31804.37058	175	20577	-23964	3030875	3009188	2986500	2877449	296405	90.22048088	0.9947	0.994	normal	healthy	glomerulus	18.40649691	0.957611637	4778	-5957
normal3	normal3_scan	21	Geometric Segment	normal3_scan | 021 | Geometric Segment	DSP-1001250007864-D-C04	35587.97311	183	18744	-26296	4664106	4626837	4586481	4399996	393561	91.5619199	0.9946	0.9939	normal	healthy	glomerulus	19.45619065	0.749435194	4309	-6535
normal3	normal3_scan	22	Geometric Segment	normal3_scan | 022 | Geometric Segment	DSP-1001250007864-D-C05	26084.66741	152	19568	-27983	3221423	3198855	3175032	3050828	314809	90.22764164	0.9949	0.9943	normal	abnormal	glomerulus	17.89808162	0.907211025	4527	-6960
normal3	normal3_scan	23	Geometric Segment	normal3_scan | 023 | Geometric Segment	DSP-1001250007864-D-C06	22127.57916	107	21778	-33332	3207462	3177500	3153164	3027196	252425	92.13007044	0.9936	0.9929	normal	healthy	glomerulus	16.29856547	1.149133965	5079	-8290
normal3	normal3_scan	24	Geometric Segment	normal3_scan | 024 | Geometric Segment	DSP-1001250007864-D-C07	21787.38577	112	24321	-33123	2649969	2624965	2602427	2499388	224129	91.54220295	0.9937	0.9929	normal	healthy	glomerulus	15.2622229	1.231214962	5710	-8246
normal3	normal3_scan	25	Geometric Segment	normal3_scan | 025 | Geometric Segment	DSP-1001250007864-D-C08	27479.16984	144	23574	-32666	3523803	3493528	3464148	3327543	285901	91.88657822	0.9941	0.9933	normal	healthy	glomerulus	17.37372238	1.013941733	5525	-8129
normal3	normal3_scan	29	Geometric Segment	normal3_scan | 029 | Geometric Segment	DSP-1001250007864-D-C12	30810.90258	178	12081	-39509	1735299	1717667	1701400	1619704	152832	91.19275698	0.9937	0.993	normal	healthy	glomerulus	11.97026936	1.723700947	2654	-9846
